StoreName,Review,Keyword,Sentiment
회기왕족발보쌈,다들 족발 왜 맛있다는 평이 많은건지 진짜 이해가 안가네요. 세명이 간건데 족발 소짜가 1인분이라며 보쌈 좋아하시는 분들은 족발하나 보쌈하나 이렇게 시키고 아니면 세명이니까 족발하나 보쌈하나에 쟁반국수 하나 시키는 분들도 많다 하심.. 이건 옆에 테이블에도 이런식으로 굳이 멘트를 하시더라구요.중요한건 맛.. 저희는 3명이라 일단 족발 대자를 주문했습니다. 족발을 먹으니 짜고 살코기는 퍽퍽하고 뼈에붙은 살코기는 다른 가게들은 보통 잘 떨어지는데 건치인 이가 아플정도라 포기했습니다. 막국수도 진짜 맛없었는데 족발이 느끼해서 곁들어먹었어요.주인이 바뀐건지 원래 이런데인지는 모르겠지만 다시 찾아갈 이유가 없네요. 시장족발보다 못한 맛이에요,막국수 맛,Negative
회기왕족발보쌈,다들 족발 왜 맛있다는 평이 많은건지 진짜 이해가 안가네요. 세명이 간건데 족발 소짜가 1인분이라며 보쌈 좋아하시는 분들은 족발하나 보쌈하나 이렇게 시키고 아니면 세명이니까 족발하나 보쌈하나에 쟁반국수 하나 시키는 분들도 많다 하심.. 이건 옆에 테이블에도 이런식으로 굳이 멘트를 하시더라구요.중요한건 맛.. 저희는 3명이라 일단 족발 대자를 주문했습니다. 족발을 먹으니 짜고 살코기는 퍽퍽하고 뼈에붙은 살코기는 다른 가게들은 보통 잘 떨어지는데 건치인 이가 아플정도라 포기했습니다. 막국수도 진짜 맛없었는데 족발이 느끼해서 곁들어먹었어요.주인이 바뀐건지 원래 이런데인지는 모르겠지만 다시 찾아갈 이유가 없네요. 시장족발보다 못한 맛이에요,음식 양,Negative
회기왕족발보쌈,다들 족발 왜 맛있다는 평이 많은건지 진짜 이해가 안가네요. 세명이 간건데 족발 소짜가 1인분이라며 보쌈 좋아하시는 분들은 족발하나 보쌈하나 이렇게 시키고 아니면 세명이니까 족발하나 보쌈하나에 쟁반국수 하나 시키는 분들도 많다 하심.. 이건 옆에 테이블에도 이런식으로 굳이 멘트를 하시더라구요.중요한건 맛.. 저희는 3명이라 일단 족발 대자를 주문했습니다. 족발을 먹으니 짜고 살코기는 퍽퍽하고 뼈에붙은 살코기는 다른 가게들은 보통 잘 떨어지는데 건치인 이가 아플정도라 포기했습니다. 막국수도 진짜 맛없었는데 족발이 느끼해서 곁들어먹었어요.주인이 바뀐건지 원래 이런데인지는 모르겠지만 다시 찾아갈 이유가 없네요. 시장족발보다 못한 맛이에요,주인의 응대,Negative
회기왕족발보쌈,시끄럽지만 맛있습니다,시끄럽다,Negative
회기왕족발보쌈,시끄럽지만 맛있습니다,맛있다,Positive
회기왕족발보쌈,보쌈 존맛 김치포함 사이드 싹다 맛없는게없음 이집은 족발보다는 보쌈입니다,보쌈,Positive
회기왕족발보쌈,보쌈 존맛 김치포함 사이드 싹다 맛없는게없음 이집은 족발보다는 보쌈입니다,김치포함,Positive
회기왕족발보쌈,보쌈 존맛 김치포함 사이드 싹다 맛없는게없음 이집은 족발보다는 보쌈입니다,맛없는게 없음,Positive
회기왕족발보쌈,보쌈 존맛 김치포함 사이드 싹다 맛없는게없음 이집은 족발보다는 보쌈입니다,족발,Negative
회기왕족발보쌈,검색하면 추천 순위 상위권이어서 가봤더니동네 시장 족발만도 못하네요냉족 파는 곳도 아닌데 차갑고 질기게 나옵니다네이버 구글 후기 믿지 마세요,추천 순위 상위권,Positive
회기왕족발보쌈,검색하면 추천 순위 상위권이어서 가봤더니동네 시장 족발만도 못하네요냉족 파는 곳도 아닌데 차갑고 질기게 나옵니다네이버 구글 후기 믿지 마세요,동네 시장 족발,Negative
회기왕족발보쌈,검색하면 추천 순위 상위권이어서 가봤더니동네 시장 족발만도 못하네요냉족 파는 곳도 아닌데 차갑고 질기게 나옵니다네이버 구글 후기 믿지 마세요,차갑고 질기게 나오다,Negative
회기왕족발보쌈,검색하면 추천 순위 상위권이어서 가봤더니동네 시장 족발만도 못하네요냉족 파는 곳도 아닌데 차갑고 질기게 나옵니다네이버 구글 후기 믿지 마세요,네이버 구글 후기,Negative
회기왕족발보쌈,보쌈 맛있다 너무너무.........막국수도 양념 끗내준다...........먹고나서 하루종일 속이 더부룩하지 않아서 신기했다,보쌈,Positive
회기왕족발보쌈,보쌈 맛있다 너무너무.........막국수도 양념 끗내준다...........먹고나서 하루종일 속이 더부룩하지 않아서 신기했다,막국수 양념,Positive
회기왕족발보쌈,보쌈 맛있다 너무너무.........막국수도 양념 끗내준다...........먹고나서 하루종일 속이 더부룩하지 않아서 신기했다,속이 더부룩하지 않다,Positive
회기왕족발보쌈,족발은 그냥 평범했습니다. 실내가 너무 시끄러워서 대화가 잘안됩니다,족발,Negative
회기왕족발보쌈,족발은 그냥 평범했습니다. 실내가 너무 시끄러워서 대화가 잘안됩니다,실내,Negative
회기왕족발보쌈,족발은 그냥 평범했습니다. 실내가 너무 시끄러워서 대화가 잘안됩니다,시끄러워서,Negative
회기왕족발보쌈,족발은 그냥 평범했습니다. 실내가 너무 시끄러워서 대화가 잘안됩니다,대화,Negative
회기왕족발보쌈,족발보다는 보쌈이 굿사람이 많아서 시끄럽고 좁긴함,보쌈이 굿,Positive
회기왕족발보쌈,족발보다는 보쌈이 굿사람이 많아서 시끄럽고 좁긴함,사람이 많아 시끄러움,Negative
회기왕족발보쌈,족발보다는 보쌈이 굿사람이 많아서 시끄럽고 좁긴함,좁음,Negative
회기왕족발보쌈,맛있어요 . 사람이 많아서 좀 시끄럽... 사진은 소짜,맛있어요,Positive
회기왕족발보쌈,맛있어요 . 사람이 많아서 좀 시끄럽... 사진은 소짜,사람이 많아서,Negative
회기왕족발보쌈,맛있어요 . 사람이 많아서 좀 시끄럽... 사진은 소짜,시끄럽,Negative
회기왕족발보쌈,김치가 맛있음,김치 맛,Positive
회기왕족발보쌈,맛있어요! 근데 밑반찬이 좀 아쉽고 자꾸 요청사항을 까먹어요,맛있어요,Positive
회기왕족발보쌈,맛있어요! 근데 밑반찬이 좀 아쉽고 자꾸 요청사항을 까먹어요,밑반찬,Negative
회기왕족발보쌈,맛있어요! 근데 밑반찬이 좀 아쉽고 자꾸 요청사항을 까먹어요,요청사항,Negative
회기왕족발보쌈,맛있다아,맛있다,Positive
회기왕족발보쌈,꽤 맛집인건 사실. 김치 양념이 좀 특별함,맛집,Positive
회기왕족발보쌈,꽤 맛집인건 사실. 김치 양념이 좀 특별함,김치 양념,Positive
회기왕족발보쌈,꽤 맛집인건 사실. 김치 양념이 좀 특별함,특별함,Positive
회기왕족발보쌈,소주 맥주 막걸리 5000원,가격,Positive
회기왕족발보쌈,음식이 잘못나와도 그냥 드셔야해요 아주머니가 계속 큰소리로 제가 잘못이라고 하시길래 그냥 먹었습니다 분명 족발이라고 말했었는데.,음식 잘못나옴,Negative
회기왕족발보쌈,음식이 잘못나와도 그냥 드셔야해요 아주머니가 계속 큰소리로 제가 잘못이라고 하시길래 그냥 먹었습니다 분명 족발이라고 말했었는데.,서비스 태도,Negative
회기왕족발보쌈,음식이 잘못나와도 그냥 드셔야해요 아주머니가 계속 큰소리로 제가 잘못이라고 하시길래 그냥 먹었습니다 분명 족발이라고 말했었는데.,큰소리로 말함,Negative
회기왕족발보쌈,음식이 잘못나와도 그냥 드셔야해요 아주머니가 계속 큰소리로 제가 잘못이라고 하시길래 그냥 먹었습니다 분명 족발이라고 말했었는데.,잘못된 주문,Negative
회기왕족발보쌈,반찬 많아서 좋음,반찬 많음,Positive
회기왕족발보쌈,막국수가 특히 맛있어요,막국수,Positive
회기왕족발보쌈,막국수가 특히 맛있어요,맛있어요,Positive
회기왕족발보쌈,맛있는데 갈때마다 김치맛이 바뀌는 기분..? 그때그때달라요,맛있다,Positive
회기왕족발보쌈,맛있는데 갈때마다 김치맛이 바뀌는 기분..? 그때그때달라요,김치맛이 바뀌다,Negative
회기왕족발보쌈,맛있는데 갈때마다 김치맛이 바뀌는 기분..? 그때그때달라요,그때그때 다르다,Negative
회기왕족발보쌈,보쌈은 존맛탱입니다!아래분들 말씀처럼 비계가 많은건 사실,보쌈,Positive
회기왕족발보쌈,보쌈은 존맛탱입니다!아래분들 말씀처럼 비계가 많은건 사실,비계가 많은,Negative
회기왕족발보쌈,예전에 맛있게 먹었던 기억이...어느분 말처럼 이제 보내줄때가 되었나봐요..비계가...와.. 프렌차이즈 보쌈을 추천합니다,맛있게 먹었던 기억,Positive
회기왕족발보쌈,예전에 맛있게 먹었던 기억이...어느분 말처럼 이제 보내줄때가 되었나봐요..비계가...와.. 프렌차이즈 보쌈을 추천합니다,비계,Negative
회기왕족발보쌈,예전에 맛있게 먹었던 기억이...어느분 말처럼 이제 보내줄때가 되었나봐요..비계가...와.. 프렌차이즈 보쌈을 추천합니다,이제 보내줄때,Negative
회기왕족발보쌈,예전에 맛있게 먹었던 기억이...어느분 말처럼 이제 보내줄때가 되었나봐요..비계가...와.. 프렌차이즈 보쌈을 추천합니다,프렌차이즈 보쌈 추천,Positive
회기왕족발보쌈,보내즐때가 되었네요고기원가를 줄인건지고기납픔업체가 잘못된건지이런 보쌈은 돈받고먹으라해도 힘들듯 하네요,고기 품질,Negative
회기왕족발보쌈,보내즐때가 되었네요고기원가를 줄인건지고기납픔업체가 잘못된건지이런 보쌈은 돈받고먹으라해도 힘들듯 하네요,보쌈 맛,Negative
회기왕족발보쌈,맨손으로 고기 자르고 카드 받아서 계산하고 마스크 쓰지도 않고 족발 자르면서 대화하고 위생개념이 없네요. 맛은 그냥 보통,위생개념,Negative
회기왕족발보쌈,맨손으로 고기 자르고 카드 받아서 계산하고 마스크 쓰지도 않고 족발 자르면서 대화하고 위생개념이 없네요. 맛은 그냥 보통,맛은 보통,Negative
회기왕족발보쌈,맨손으로 고기 자르고 카드 받아서 계산하고 마스크 쓰지도 않고 족발 자르면서 대화하고 위생개념이 없네요. 맛은 그냥 보통,맨손으로 고기 자르기,Negative
회기왕족발보쌈,맨손으로 고기 자르고 카드 받아서 계산하고 마스크 쓰지도 않고 족발 자르면서 대화하고 위생개념이 없네요. 맛은 그냥 보통,카드 받아 계산하기,Negative
회기왕족발보쌈,맨손으로 고기 자르고 카드 받아서 계산하고 마스크 쓰지도 않고 족발 자르면서 대화하고 위생개념이 없네요. 맛은 그냥 보통,마스크 쓰지 않음,Negative
회기왕족발보쌈,최고다,최고다,Positive
회기왕족발보쌈,진짜 맛있어요. 특히 보쌈이랑 김치 .. 말을 잃음. 그냥 맛있어요 엄청 엄청!!!!,맛,Positive
회기왕족발보쌈,진짜 맛있어요. 특히 보쌈이랑 김치 .. 말을 잃음. 그냥 맛있어요 엄청 엄청!!!!,보쌈,Positive
회기왕족발보쌈,진짜 맛있어요. 특히 보쌈이랑 김치 .. 말을 잃음. 그냥 맛있어요 엄청 엄청!!!!,김치,Positive
회기왕족발보쌈,맛있는데 뽑기운 필요하고 친절함은 그냥저냥보쌈 김치가 진짜 맛있지만 고기를 기름 없는 부위 주거나 기름만 많은 부위 주는 경우 허다해서뽑기 실패하면 맛없어요족발 솔직히 굳이 먹으러 갈 이유는 없음 무난함,맛있음,Positive
회기왕족발보쌈,맛있는데 뽑기운 필요하고 친절함은 그냥저냥보쌈 김치가 진짜 맛있지만 고기를 기름 없는 부위 주거나 기름만 많은 부위 주는 경우 허다해서뽑기 실패하면 맛없어요족발 솔직히 굳이 먹으러 갈 이유는 없음 무난함,친절함은 그냥저냥,Negative
회기왕족발보쌈,맛있는데 뽑기운 필요하고 친절함은 그냥저냥보쌈 김치가 진짜 맛있지만 고기를 기름 없는 부위 주거나 기름만 많은 부위 주는 경우 허다해서뽑기 실패하면 맛없어요족발 솔직히 굳이 먹으러 갈 이유는 없음 무난함,김치가 진짜 맛있음,Positive
회기왕족발보쌈,맛있는데 뽑기운 필요하고 친절함은 그냥저냥보쌈 김치가 진짜 맛있지만 고기를 기름 없는 부위 주거나 기름만 많은 부위 주는 경우 허다해서뽑기 실패하면 맛없어요족발 솔직히 굳이 먹으러 갈 이유는 없음 무난함,고기 부위 운이 나쁨,Negative
회기왕족발보쌈,맛있는데 뽑기운 필요하고 친절함은 그냥저냥보쌈 김치가 진짜 맛있지만 고기를 기름 없는 부위 주거나 기름만 많은 부위 주는 경우 허다해서뽑기 실패하면 맛없어요족발 솔직히 굳이 먹으러 갈 이유는 없음 무난함,족발 무난함,Negative
회기왕족발보쌈,사람은 많고 유명한거같긴한데 요샌 맛있는 족발집이 많아서 굳이 찾아서 갈 정도는 아닌듯합니다. 족발이 식어서 나오고 김치는 14000원 추가해야 줍니다.,사람은 많다,Positive
회기왕족발보쌈,사람은 많고 유명한거같긴한데 요샌 맛있는 족발집이 많아서 굳이 찾아서 갈 정도는 아닌듯합니다. 족발이 식어서 나오고 김치는 14000원 추가해야 줍니다.,유명하다,Positive
회기왕족발보쌈,사람은 많고 유명한거같긴한데 요샌 맛있는 족발집이 많아서 굳이 찾아서 갈 정도는 아닌듯합니다. 족발이 식어서 나오고 김치는 14000원 추가해야 줍니다.,맛있는 족발집이 많다,Positive
회기왕족발보쌈,사람은 많고 유명한거같긴한데 요샌 맛있는 족발집이 많아서 굳이 찾아서 갈 정도는 아닌듯합니다. 족발이 식어서 나오고 김치는 14000원 추가해야 줍니다.,족발이 식어서 나오다,Negative
회기왕족발보쌈,사람은 많고 유명한거같긴한데 요샌 맛있는 족발집이 많아서 굳이 찾아서 갈 정도는 아닌듯합니다. 족발이 식어서 나오고 김치는 14000원 추가해야 줍니다.,김치는 추가 요금 필요,Negative
회기왕족발보쌈,맛있고 친절하시당 다만 양념이 좀 달아서 하나 뺌,맛있고,Positive
회기왕족발보쌈,맛있고 친절하시당 다만 양념이 좀 달아서 하나 뺌,친절,Positive
회기왕족발보쌈,맛있고 친절하시당 다만 양념이 좀 달아서 하나 뺌,양념이 달아서,Negative
회기왕족발보쌈,보쌈 막국수 굳!!!,보쌈,Positive
회기왕족발보쌈,보쌈 막국수 굳!!!,막국수,Positive
회기왕족발보쌈,보쌈리뷰 이건 취향차이인것 같은데 개인적으로 시원하고 아삭아삭한 보쌈 배추김치보다는 무김치를 더 좋아하기때문에 김치에서 조금 아쉽다는 생각이 들었어요.그래도 김치속재료가 다양해서 먹는 재미가 있었어요.고기도 부드럽지만 계피향이 강해요. 담백한 맛 보단 윤기있고 달며 계피향이 많이 나는 고기에요.,배추김치,Negative
회기왕족발보쌈,보쌈리뷰 이건 취향차이인것 같은데 개인적으로 시원하고 아삭아삭한 보쌈 배추김치보다는 무김치를 더 좋아하기때문에 김치에서 조금 아쉽다는 생각이 들었어요.그래도 김치속재료가 다양해서 먹는 재미가 있었어요.고기도 부드럽지만 계피향이 강해요. 담백한 맛 보단 윤기있고 달며 계피향이 많이 나는 고기에요.,무김치,Positive
회기왕족발보쌈,보쌈리뷰 이건 취향차이인것 같은데 개인적으로 시원하고 아삭아삭한 보쌈 배추김치보다는 무김치를 더 좋아하기때문에 김치에서 조금 아쉽다는 생각이 들었어요.그래도 김치속재료가 다양해서 먹는 재미가 있었어요.고기도 부드럽지만 계피향이 강해요. 담백한 맛 보단 윤기있고 달며 계피향이 많이 나는 고기에요.,김치속재료 다양성,Positive
회기왕족발보쌈,보쌈리뷰 이건 취향차이인것 같은데 개인적으로 시원하고 아삭아삭한 보쌈 배추김치보다는 무김치를 더 좋아하기때문에 김치에서 조금 아쉽다는 생각이 들었어요.그래도 김치속재료가 다양해서 먹는 재미가 있었어요.고기도 부드럽지만 계피향이 강해요. 담백한 맛 보단 윤기있고 달며 계피향이 많이 나는 고기에요.,고기 부드러움,Positive
회기왕족발보쌈,보쌈리뷰 이건 취향차이인것 같은데 개인적으로 시원하고 아삭아삭한 보쌈 배추김치보다는 무김치를 더 좋아하기때문에 김치에서 조금 아쉽다는 생각이 들었어요.그래도 김치속재료가 다양해서 먹는 재미가 있었어요.고기도 부드럽지만 계피향이 강해요. 담백한 맛 보단 윤기있고 달며 계피향이 많이 나는 고기에요.,계피향 강함,Negative
회기왕족발보쌈,김치는 보통 보쌈집보다는 맛있는데 보쌈 양이 적음,김치,Positive
회기왕족발보쌈,김치는 보통 보쌈집보다는 맛있는데 보쌈 양이 적음,보쌈집보다는 맛있다,Positive
회기왕족발보쌈,김치는 보통 보쌈집보다는 맛있는데 보쌈 양이 적음,보쌈 양이 적음,Negative
회기왕족발보쌈,생각보다 맛은 평범,맛,Negative
회기왕족발보쌈,앞다리살중에서도제일 뻑뻑한 부위를수육으로 쓰다니..제육볶음용인데...드럽게 뻑뻑하니깐조심하세요,앞다리살,Negative
회기왕족발보쌈,앞다리살중에서도제일 뻑뻑한 부위를수육으로 쓰다니..제육볶음용인데...드럽게 뻑뻑하니깐조심하세요,뻑뻑한 부위,Negative
회기왕족발보쌈,앞다리살중에서도제일 뻑뻑한 부위를수육으로 쓰다니..제육볶음용인데...드럽게 뻑뻑하니깐조심하세요,수육,Negative
회기왕족발보쌈,족발은 다 식어서 차고 맛없어요가게에 다양한 연령대의 손님들이 계신다는건 맛있다는 뜻인데 잘 모르겠어요..,족발은 다 식어서,Negative
회기왕족발보쌈,족발은 다 식어서 차고 맛없어요가게에 다양한 연령대의 손님들이 계신다는건 맛있다는 뜻인데 잘 모르겠어요..,족발은 차고,Negative
회기왕족발보쌈,족발은 다 식어서 차고 맛없어요가게에 다양한 연령대의 손님들이 계신다는건 맛있다는 뜻인데 잘 모르겠어요..,족발은 맛없어요,Negative
회기왕족발보쌈,족발은 다 식어서 차고 맛없어요가게에 다양한 연령대의 손님들이 계신다는건 맛있다는 뜻인데 잘 모르겠어요..,다양한 연령대의 손님들,Positive
회기왕족발보쌈,어쩌다 세 번 갔는데 갈 때마다 막국수 강매가 너무 심하십니다. 여자랑 가든 남자랑 가든 막국수 강매가 심함. 이미 둘이서 먹기도 많은 양을 시켰는데...욕심이 과하신 것 같습니다. 그만 권해주세요.맛은 취향 탈 것 같아요. 보쌈 김치에 막국수 양념이 들어가는 듯 새콤달콤 시원한 거 좋아하심 좋아할 것 같아요.맛은 나쁘지않다고 보는데 일하시는 분들 태도가 너무 불쾌합니다. 갈 때마다 막국수 강매 손님들 얘기로 자기들끼리 떠들기가게가 작아서 그리고 제가 목소리가 좀 커서 손님들하는 얘기 들리는 건 이해하지만 손님들 얘기가지고 자기들끼리 뭐가 어떻네 저떻네 하는 거 불쾌합니다 적어도 뒤에서 몰래나 손님 나가고나서 해주세요.그리고 자세히는 안쓰겠지만 여자인친구 데려가고싶지않은 가게였습니다. 맛은 ...좋아하겠으나...,막국수 강매,Negative
회기왕족발보쌈,어쩌다 세 번 갔는데 갈 때마다 막국수 강매가 너무 심하십니다. 여자랑 가든 남자랑 가든 막국수 강매가 심함. 이미 둘이서 먹기도 많은 양을 시켰는데...욕심이 과하신 것 같습니다. 그만 권해주세요.맛은 취향 탈 것 같아요. 보쌈 김치에 막국수 양념이 들어가는 듯 새콤달콤 시원한 거 좋아하심 좋아할 것 같아요.맛은 나쁘지않다고 보는데 일하시는 분들 태도가 너무 불쾌합니다. 갈 때마다 막국수 강매 손님들 얘기로 자기들끼리 떠들기가게가 작아서 그리고 제가 목소리가 좀 커서 손님들하는 얘기 들리는 건 이해하지만 손님들 얘기가지고 자기들끼리 뭐가 어떻네 저떻네 하는 거 불쾌합니다 적어도 뒤에서 몰래나 손님 나가고나서 해주세요.그리고 자세히는 안쓰겠지만 여자인친구 데려가고싶지않은 가게였습니다. 맛은 ...좋아하겠으나...,맛은 취향 탈 것 같아요,Negative
