StoreName,Review,Keywords_Sentiments
153스트리트,대학교 입학시험 준비를 하는 동생을 챙겨주러 왔다가..! 동생 실기시험보내두고 왔는데..! 너무 맛있네용! 동생이랑 처음으로 대학가에 왔는데 !! 프렌차이즈에 데려가기는 마음이 안좋아서 수제버거집에 왔데 !! 너무 너무 맛있네용!! 가격도 저렴한데 !! 야채는 신선하고 패티는 육즙이 적당히 나와서 먹기에 딱! 적당했습니다 !! 너무 너무 소중하고 맛있는 추억 만들어 가용!! 특히 이집의 시그니쳐인 블랙비트치즈버거를 추천드려용!! 정말 처음 먹어보는 맛이에용!! 이집의 시그니처에용!! 또 !! 생각이 날 맛이에용!! 저는 재방문의사 10000 입니다!!,"맛있다(Positive), 저렴한 가격(Positive), 신선한 야채(Positive), 재방문의사(Positive), 블랙비트치즈버거(Positive)"
153스트리트,더블 클래식 버거 세트 번 소스 토마토 패티 치즈 로메인 양상추.패티 번 압도적인 볼륨감.번 퍼석하거나 드라이함 없이 촉촉한 질감.패티 퍼석함 없이 촉촉한 질감.패티 흘러나온 육즙으로 아래 번 흥건해져.패티 소금간 없이 담백.은은한 그라인더 후추 풍미.그릴드한 육향 감칠맛 등 풍미 거의 없어 볼륨감에 비해 공백감.소스 사우전 아일랜드 계열로 풍미 튀지 않음.멜팅 치즈 꼬순내 소금간등 제 역할 발휘 못해.패티 100 익히지 않은 조리방식으로 육즙은 확보했으나 패티안에 온전히 가두진 못해.이로 인한 빈약한 탄력감으로 패티 흐물흐물한 식감 마치 수분 잔뜩 머금은 패티 먹는 감각.감자튀김자체 소금간.손에 기름 묻어날 만큼 기름뺌 아쉬워 빈약한 바삭함의 주원인.,"번 소스 토마토 패티 치즈 로메인 양상추(Positive), 흘러나온 육즙(Negative), 패티 소금간 없이 담백(Positive), 멜팅 치즈 꼬순내 소금간(Negative), 감자튀김 기름뺌 아쉬움(Negative)"
153스트리트,더블클래식버거 세트 넘넘 맛있어요 감자가 꽉 차있는 감자튀김은 짜지않고 고소해서 계속 먹게 되는 맛이에요 버거도 패티도 맛있고 재료들이 신선해서 배불러도 계속 먹고 싶어요 또 올게요👍,"더블클래식버거 세트(Positive), 감자튀김(Positive), 감자가 꽉 차있는(Positive), 버거와 패티(Positive), 재료들이 신선해서(Positive)"
153스트리트,두툼한 수제패티 덕분에 썰때 좀 무너지긴 했지만 즐겁게 먹었습니다!,"두툼한 수제패티(Positive), 무너지긴 했지만(Negative), 즐겁게 먹었습니다(Positive)"
153스트리트,둘이서 세트1개 버거2개 시켰는데 배부르게 딱 좋게 먹었어요 수제버거라 퀄리티도 좋고 맛있네요감튀는 양이 많아서 세트1개 시키는 거 추천해요버거는 시그니처인 스트리트 버거가 젤 깔끔하고 맛있는 듯,"수제버거(Positive), 감자튀김 양(Positive), 스트리트 버거(Positive), 맛있다(Positive)"
153스트리트,마시써용!!! 새우버거 대박,"맛(Positive), 새우버거(Positive)"
153스트리트,맛있게 먹고 왔어요,맛있다(Positive)
153스트리트,맛있게 먹었습니다. 👍 👍 👍 👍 👍,맛(Positive)
153스트리트,맛있는 수제버거집 !! 번도 질기지 않고 맛있었고 패티가 두장이라 느끼할 수도 있는데 느끼하지 않고 맛있었음 !!!안에 토마토랑 살짝 매코롬한 소스라 그런듯 감자튀김 퀄리티도 좋고 양도 많음 !,"수제버거(Positive), 번 질기지 않음(Positive), 패티 두장(Positive), 느끼하지 않음(Positive), 감자튀김 퀄리티(Positive)"
153스트리트,매버릭버거 단품으로 테이크아웃했는데 맛있었어요!! 반숙 계란이 들어가있었는데 건강하게 맛있게 먹은 느낌 버거는 호다닥먹어서 못찍었네여,"테이크아웃(Positive), 맛있었어요(Positive), 반숙 계란(Positive), 건강하게 맛있게(Positive)"
153스트리트,매장 분위기도 노랑노랑 밝은 분위기여서 좋고 수제버거도 맛있어요!! 스트리트버거 패티 육즙가득 풍미있는 패티맛 좋았고 치킨버거는 그릴드치킨이라 더 담백하고 맛있었어요! 치즈볼도 안에 크림치즈라서 달콤고소하니 맛났네요 💛,"매장 분위기(Positive), 수제버거(Positive), 스트리트버거 패티(Positive), 치킨버거(Positive), 치즈볼(Positive)"
153스트리트,매장이 깔끔하고 양도 많아서 배불리 먹고 왔습니다,"매장 깔끔(Positive), 양 많음(Positive), 배불리 먹음(Positive)"
153스트리트,버거 존맛이에요!!!버거빵도 부드럽고 패티도 두툼하니 넘 맛있어요!!외대에 이런 수제버거집이 생겨서 너무 좋아요클래식버거 치킨버거 다 강추해요!!!,"버거 존맛(Positive), 패티 두툼(Positive), 맛있어요(Positive), 부드러운 버거빵(Positive), 수제버거집 강추(Positive)"
153스트리트,버거세트 먹었어요가성비 좋고 맛있게 먹었습니다,"가성비 좋고(Positive), 맛있게 먹었습니다(Positive)"
153스트리트,번이 진짜 부드럽고 맛있어요 소고기는 고급소고기를 사용해서 그런지 맛있는 번과 맛있는 소고기가 더해지니 진짜 최고였습니당..감튀에 콜라까지 알차게 먹고갑니당 가게 인테리어도 너무 이뻐용,"번(Positive), 소고기(Positive), 감튀(Positive), 가게 인테리어(Positive)"
153스트리트,부담스럽지않게 먹기 좋았어요,먹기 좋다(Positive)
153스트리트,빵이 부드럽고 소스가 달지 않으면서 맛이 풍부해서 먹는데 부담없고 맛있어서 넘 좋았다,"빵이 부드럽고(Positive), 소스가 달지 않으면서 맛이 풍부하다(Positive), 먹는데 부담없다(Positive), 맛있었다(Positive)"
153스트리트,새우가 더 큰거였다면 좋았을텐데 좀 아쉬웠어요.그래도 맛있었어요,"새우 크기(Negative), 맛(Positive)"
153스트리트,소고기 패티가 두껍고 육즙이 좔좔 흘러서 수제버거 먹는 느낌 1000 감자튀김도 너무 맛있고 빵이 어쩜이리 쫄깃하조? 재방문의사 100,"소고기 패티(Positive), 육즙(Positive), 감자튀김(Positive), 빵(Positive), 재방문의사(Positive)"
153스트리트,수제라서 그런지 맛있어여 감튀는 큰 차이는 없고 버거가 맛있는데 갠적으로는 이전에 먹은 기본이 가장 맛있었던,"수제라서 맛있어(Positive), 감튀 큰 차이 없음(Negative), 버거가 맛있다(Positive), 기본 버거가 가장 맛있었다(Positive)"
153스트리트,수제버거 3 900원.. 가성비 만족이에요 진짜!!! 패티도 두툼하고 야채도 신선 그 잡채 👍 퇴근하고 방문해서 좀 피곤했는데 후회없는 선택이였어요,"가성비(Positive), 패티 두툼하다(Positive), 야채 신선하다(Positive)"
153스트리트,수제버거 넘 맛있고 감자튀김도 안짜고 맛있어용 제로 콜라 사이다도 있어서 음료 선택권이 많네용!,"수제버거(Positive), 감자튀김(Positive), 음료 선택권(Positive)"
153스트리트,수제버거 먹고싶을때 왔는데 너무 맛있었어요!바삭바삭 어니언링 강추합니당♥️,"수제버거(Positive), 바삭바삭 어니언링(Positive)"
153스트리트,수제버거 패티가 맛있어요 세트 메뉴로 다 먹어버림!!!,"수제버거 패티(Positive), 세트 메뉴(Positive)"
153스트리트,수제버거 패티가 찐맛집이고 분위기도 좋고확실히 외대앞이라 저희빼고 외국인이였는데해외 놀러온 느낌이라 좋았어요,"수제버거 패티(Positive), 분위기(Positive), 외국인(Positive), 해외 놀러온 느낌(Positive)"
153스트리트,수제버거라 그런지 육즙이 풍부해서 맛있었어요! 다 먹고나니 생각보다 배불렀습니다 어니언링도 맛있었는데 쪼금 탄 것 같아서 아쉬웠어요,"육즙이 풍부(Positive), 맛있었어요(Positive), 배불렀습니다(Positive), 어니언링(Positive), 쪼금 탄 것 같아서 아쉬웠어요(Negative)"
153스트리트,스트리트버거랑 매버릭버거 임미당스트리트버거의 매콤소스는 맵지는 않으나 매콤해서 입맛 돋우기 좋고 매버릭버거는 가격이 정말 놀라워 ! 버거 하나에 3900이라니 !매버릭버거는 패티가 작은편이라 오히려 위 작은 나한테는 땡배감👏,"매콤소스(Positive), 가격(Positive), 패티 크기(Positive)"
153스트리트,싱선하고 부드럽고 두툼한 패티에 감탄하고 감니다 진짜 너무 맛있어요!!!가성비도 최고라능 💕번에 윤기 좌르루 흐르는거 보이나요??토핑도 진짜 조화롭게 들어가 있어서 먹는 내내 쭉쭉 들어가요!!비주얼 진짜 미쳤습니다!!!👍 야채도 싱선해요!!!,"싱선하고 부드럽고 두툼한 패티(Positive), 진짜 너무 맛있어요(Positive), 가성비 최고(Positive), 토핑 조화롭게 들어가 있음(Positive), 야채도 싱선해요(Positive)"
153스트리트,양이많고 음식이 맛잇어요,"양이 많다(Positive), 음식이 맛있다(Positive)"
153스트리트,오랜만에 외대앞 근처 수제버거를 먹었는데 도톰하니 맛있었어요! 패티도 꽤 도톰하고 야채와 소스가 잘어울려요! 그린 옐로우 인테리어도 너무 예쁘고 깔끔하고 혼밥하기에도 좋아요!,"수제버거(Positive), 도톰하니 맛있었어요(Positive), 패티(Positive), 야채와 소스(Positive), 그린 옐로우 인테리어(Positive)"
153스트리트,오리지날버거랑 쉬림프버거 세트로 먹었는데먹고나서 안 물린 수제버거 첨인 것 같아요하나도 안느끼하고 깔끔해서 자주 먹으러 올 것 같습니당감튀도 완전 두꺼운 감튀라서 맘에 들었구요공부하다가 혼밥하러 오기 좋은 매장같아요패티에서 고기 냄새도 많이 안났고새우는 불향이 확 나서 요리 먹는 느낌이었어요음료도 냉동실에 있던 컵으로 꺼내주셔서 시원하게 잘 묵었습니당,"안 물린 수제버거(Positive), 깔끔한 버거(Positive), 두꺼운 감튀(Positive), 공부하다가 혼밥하기 좋은 매장(Positive), 새우의 불향(Positive)"
153스트리트,와 진짜 오랜만에 맛있고 특별한 수제버거네요. 블랙비트 버거는 상큼하면서도 싱싱해서 너무 색다른 버거였습니다. 너무 있었어요. 클래식 버거는 살짝 매콤한 소스였는데 진짜 맛있었어요. 패티도 두툼하고 육즙 좋구요 무엇보다 빵이 바삭 촉촉한게 진짜 너무 맛있었습니다. 진짜 잘 먹었습니다.,"맛있고 특별한 수제버거(Positive), 블랙비트 버거 상큼하고 싱싱함(Positive), 클래식 버거 매콤한 소스(Positive), 패티 두툼하고 육즙 좋음(Positive), 빵 바삭 촉촉함(Positive)"
153스트리트,와우 외대앞에 가성비 수제버거집맛도 좋아서 깜짝 놀랐어요153베이컨버거세트 치킨버거 오리지널버거까지 전메뉴 모두 맛있고 패티도 두툼해서 배가 빵빵해요 수제버거라 건강한맛에 행복한하루네요,"가성비 수제버거집(Positive), 맛도 좋아서(Positive), 전메뉴 모두 맛있고(Positive), 패티도 두툼해서(Positive), 건강한맛에 행복한하루(Positive)"
153스트리트,외대 수제버거 맛집이네요 재료도 신선하고 푸짐한 버거 먹고나니속도 든든해요 통감자로 만든 감튀도넘 맛나요 대박나세요,"수제버거 맛집(Positive), 재료 신선(Positive), 푸짐한 버거(Positive), 통감자로 만든 감튀(Positive)"
153스트리트,외대 앞에서 고급진 수제버거를 먹을 수 있는 집입니다. 패티가 정말 맛있었어요!,"고급진 수제버거(Positive), 패티(Positive), 맛있었어요(Positive)"
153스트리트,외대앞 수제버거 맛집이라 친구랑 종종 먹으러 가는곳인데 역시나 먹을때마다 감동이예요요즘 이벤트도 진행하고있어서 가성비도 너무좋아요,"수제버거 맛집(Positive), 감동(Positive), 이벤트 진행(Positive), 가성비 좋음(Positive)"
153스트리트,외대앞에 이렇게 가성비 좋고 맛있는 수제버거 맛집이 있는지 몰랐는데 엄청 맛있게 잘 먹었어요 !!!!! 양도 많고 가격도 저렴해서 맛있는 수제버거 생각날 때 가면 딱 좋을 거 같아오 혼밥 하기도 좋고 매장도 넓고 깔끔해서 추천합니다,"가성비(Positive), 맛있는 수제버거(Positive), 양도 많고 가격도 저렴(Positive), 매장 넓고 깔끔(Positive)"
153스트리트,외대앞에 이렇게나 인테리어 핫하고 수제버거 메뉴도 너무 다양한 집이 있었다니 !! 먹고싶은게 너무 많아 정말 고민고민하고 클래식버거세트와 트리플 버거세트를 주문하였는데 비쥬얼 합격 !! 맛은 500 기대 이상이었습니다 🥰맛있게 냠냠 간만에 대학생 시절로 돌아가 남편과 데이트하는 분위기 물씬 났네요 !! 너무 잘먹고 행복한 시간 보내고 갑니당 !!!!,"인테리어 핫하고(Positive), 수제버거 메뉴 다양(Positive), 클래식버거세트와 트리플 버거세트 비쥬얼(Positive), 맛 기대 이상(Positive), 분위기 물씬(Positive)"
153스트리트,외대앞햄버거 153스트리트 학교앞이여서인지 가게 내부가 아늑하네요 수제버거 기대하고 갔는데 역시나 맛있네요👍제가 좋아하는 쉬림프버거도 있고 남편이 좋아하는 더블패티 버거도 있어요.은근 종류가 다양해요.세트주문하니 음료는 무한으로 이용할 수 있네요. 속이 꽉찬 수제버거 맛집이에요👍👍,"가게 내부가 아늑하네요(Positive), 수제버거 기대하고 갔는데 역시나 맛있네요(Positive), 종류가 다양해요(Positive), 음료는 무한으로 이용할 수 있네요(Positive), 속이 꽉찬 수제버거 맛집이에요(Positive)"
153스트리트,외대역에 힙스러운 수제버거집이네요 양도 많은데 가격도 착합니다. 햄버거 아이랑 둘이 나누어 먹었는데도 배터질뻔 했어요 번도 넘 촉촉부드러워서 맛있고 매버릭 버거 계란도 들어있어 진짜 맛있네요!,"힙스러운 수제버거집(Positive), 양도 많은데 가격도 착하다(Positive), 버거 나누어 먹었는데도 배터질뻔 했다(Positive), 촉촉부드러운 번(Positive), 매버릭 버거 계란(Positive)"
153스트리트,외대역에서 거리가 가깝더라구요 그래서 찾기 쉬웠어요! 버거도 저렴하고 양도 푸짐푸짐! 버거세트에서 감자튀김 대신 치즈볼로도 변경 가능해서 너무 좋았어요! 인테리어도 뭔가 외국에 온거 같은 느낌 갬성 사진도 건질수 있는 곳!👍,"거리가 가깝다(Positive), 버거 저렴하다(Positive), 양 푸짐하다(Positive), 치즈볼로 변경 가능하다(Positive), 인테리어 외국 느낌(Positive)"
153스트리트,요기 짱맛있어효 !! 외대앞 햄버거집인디 수제버거집이고 빵 부터가 브리오슈번으로 버터향가득하구요치킨버거에 그릴치킨이 들어가용! 촉촉하고 맛있어여트리플엑스버거도 소고기불향 가득하고 특별한메뉴였어여 패티만 뺏어먹어봤는데 존맛... 다음엔 소고기버거 먹으러 갑니다,"맛있어(Positive), 햄버거집(Positive), 브리오슈번(Positive), 치킨버거(Positive), 소고기버거(Positive)"
153스트리트,육즙팡팡 맛있었어요! 번도 맛있고 폭신했어요. 인테리어도 감각적이고 힙했어욥. 추천함돠,"육즙팡팡(Positive), 번 맛있고 폭신(Positive), 인테리어 감각적(Positive), 힙했어욥(Positive), 추천(Positive)"
153스트리트,은행나무랑 색깔이 같아서 더 예쁘네요 노랑색 좋아하는데 너무 예뻐요👍 👍 👍 햄버거도 맛있고 역시 수제버거 먹으면 프랜차이즈 햄버거는 맛이 좀 없어요 감사합니다,"색깔(Positive), 노랑색(Positive), 햄버거 맛(Positive), 수제버거(Positive), 프랜차이즈 햄버거(Negative)"
153스트리트,음식이 맛있고 저렴합니다,"음식(Positive), 맛있다(Positive), 저렴하다(Positive)"
153스트리트,음식이 맛있고 저렴합니다.,"음식(Positive), 맛있다(Positive), 저렴하다(Positive)"
153스트리트,이문동 수제 햄버거 맛집을 발견했어요! 첫 입 먹고 두 눈이 번쩍!!! 이 가격에 이 수제버거라니 !!!! 소식인인 저도 넘 맛있어서 한 개 다 먹었답니다. 재방문의사 1000프로에요!!!,"햄버거 맛집(Positive), 첫 입 먹고 두 눈이 번쩍(Positive), 수제버거(Positive), 재방문의사 1000프로(Positive)"
153스트리트,잘 먹었습니다 주문하고 생각했습니다 내 입보다 두꺼운 버거는 지양하자 찢어서 분리해서 먹으면 버거가 아니잖아요!,"두꺼운 버거(Negative), 버거 찢어서 분리(Negative), 잘 먹었습니다(Positive)"
153스트리트,재료가 신선하고 맛있어요 외대근처 햄버거 맛집!,"재료가 신선하고(Positive), 맛있어요(Positive), 햄버거 맛집(Positive)"
153스트리트,재료들이 신선하고 간도 딱 좋고 너무 맛있어요!!! 소고기패티도 진짜 부드러워서 맛이 좋더라구요 감튀까지 완벽한,"재료들 신선함(Positive), 간 좋음(Positive), 맛있음(Positive), 소고기패티 부드러움(Positive), 감자튀김 완벽함(Positive)"
153스트리트,저 수제버거 좋아하는데 여기 가성비도 좋고 맛도 좋아요! 동네 맛집인듯,"가성비(Positive), 맛(Positive), 동네 맛집(Positive)"
153스트리트,제가 햄버거는 좋아하는데 수제버거는 안 먹게 되는 이유가 진짜 먹기 힘들잖아요 그래서 안 먹게 되는데 여기는 그나마 잘 짤리더라고요??그리고 안에 패티나 야채들을 아낌없이 넣어주시더라고요 저거 한입 베어 물면 패티 고기 향이 죽여줍니다 이 맛에 수제버거 먹는 거잖아요 정말 너무 맛있게 잘 먹었습니다!!,"햄버거 잘 짤리다(Positive), 패티와 야채 아낌없이 넣다(Positive), 패티 고기 향이 죽여주다(Positive), 정말 너무 맛있다(Positive)"
153스트리트,지나다니면서 눈독만 들이다가 드뎌 오늘 갔어요.. 매장분위기 깔끔해요.. 혼밥하시는 분들 좋을것같아요.. 스트리트버거 블랙비트치즈버거 두개다 맛있어요. 햄버거는 항상 간식용이였는데 여기는 한끼용으로 충분해요.. 먹고나니 든든합니다..다만 난방이 안되서 엄청 떨면서 먹었네요.. 다 먹고 일어서는데 난방기 켜시는것 같았어요.. 11 30분 오픈하자마자 갔었는데.. 난방을 미리 해두시면 좋을것같아요..,"매장분위기 깔끔(Positive), 스트리트버거 블랙비트치즈버거 맛있어요(Positive), 혼밥 좋음(Positive), 난방이 안되서 떨다(Negative), 난방기 켜시는 것(Negative)"
153스트리트,직원분도 친절하시고 햄버거두 존맛입니당 외대앞 지나가시면 강추,"직원 친절(Positive), 햄버거 존맛(Positive), 강추(Positive)"
153스트리트,진짜 맛있고 수제버거 맛집이에요분위기도 좋고 가격도 나쁘지 않았어요혼밥으로도 추천하고 점심 저녁 다 괜찮아요부담스럽지 않고 감자튀김 통통해서 좋았어오음료 무한리필 됩니다,"맛있고 수제버거 맛집(Positive), 분위기도 좋고(Positive), 가격도 나쁘지 않았다(Positive), 감자튀김 통통해서 좋았다(Positive), 음료 무한리필(Positive)"
153스트리트,진짜 맛있음,맛(Positive)
153스트리트,짱 맛있어요!!햄버거가 좀 작아보일수는 있지만 은근 배불러요 꼭 한번 가보세요,"짱 맛있어요(Positive), 햄버거가 작아보일수 있다(Negative), 배불러요(Positive), 꼭 한번 가보세요(Positive)"
153스트리트,찐가성비 수제버거 맛집이에요!학생들 가벼운 주머니에 딱이네요,"수제버거(Positive), 가성비(Positive), 학생들(Positive)"
153스트리트,치킨버거랑 트리플X버거 시켰는데 치킨버거는 소스랑 속재료가 잘 어울려서 존맛이었고 트리플X는 패티가 3장이라서 엄청크고 육향 육즙 대박이었어요. 개인적으론 치킨버거추천. 여기 치킨버거 존맛,"치킨버거 소스와 속재료(Positive), 치킨버거 존맛(Positive), 트리플X버거 패티 3장(Positive), 토탈 육향과 육즙(Positive), 치킨버거 추천(Positive)"
153스트리트,친절하시고 양도 많아서 너무 맛있었어요. 이문동햄버거집으로 추천합니다!,"친절하시고(Positive), 양도 많아서(Positive), 너무 맛있었어요(Positive)"
153스트리트,클래식 버거 9900 재료간 조화도 좋고 패티도 맛있었습니다다만 크기 대비 가격이 조금 부담되기는 하네요,"재료간 조화(Positive), 패티(Positive), 크기 대비 가격(Negative)"
153스트리트,클래식 버거 매버릭버거 수제버거라서 맛이 건강한 맛이에요 속이 편안한 버거는 처음이에요!! 감자튀김 맛있고 치즈볼도 좋아요 또 먹으럭 가고 싶어요,"맛이 건강하다(Positive), 속이 편안한 버거(Positive), 감자튀김 맛있다(Positive), 치즈볼(Positive), 또 먹으러 가고 싶다(Positive)"
153스트리트,클래식 버거랑 bbc버거 먹었는데 둘다존맛탱구리,"클래식 버거(Positive), bbc 버거(Positive)"
153스트리트,클래식버거 세트로 주문했습니다. 폭신한 번과 육즙이 가득한 패티 살짝 매콤한 소스가 조화로웠습니다. 감자튀김은 살짝 도톰한 타입이에요. 음료는 바닐라 쉐이크로 변경했습니다,"폭신한 번(Positive), 육즙이 가득한 패티(Positive), 살짝 매콤한 소스(Positive), 감자튀김(Positive), 바닐라 쉐이크(Positive)"
153스트리트,클래식버거 진짜 맛있습니당. 고기도 부드럽고 소스가 진짜 맛있네요 !! 조용하고 분위기도 좋아서 친구랑 왔는데 편안하게 안남기고 다먹고 갑니당. 데이트하기 좋은 장소인것 같아요 커플들에게 추천!!,"클래식버거(Positive), 고기 부드럽다(Positive), 소스(Positive), 분위기 좋다(Positive), 데이트 장소(Positive)"
153스트리트,클래식버거 클래식치킨버거 소고기 패티를 별로 안 좋아하는데도 여기 클래식버거는 맛있었어요! 패티 마이야르 반응도 제대로라서 패티만 따로 떼어먹어도 감칠맛있고 식감도 좋습니다. 클래식 치킨버거는 치킨살이 엄청 두꺼운데 촉촉하더라고요. 후추향이 도드라져서 좋았어요. 매장도 넓고 깨끗하고 매장에서 먹으면 탄산음료 리필도 된답니다!,"클래식버거(Positive), 클래식치킨버거(Positive), 패티 마이야르 반응(Positive), 매장 청결(Positive), 음료 리필(Positive)"
153스트리트,트리플x버거세트 완전 강추입니다!!! 플렉스에 플렉스한 느낌 캬 어릴때 패티만 왕창 먹고싶단 꿈을 제대로 실현한 느낌이랄까.. 캬 패티 두께 장난없습니다 수제버거집 중에 이렇게 풍족하게 패티 인심 좋은 곳 오랜만이네요! 스트리트버거는 소스가 약간 매콤한 맛도 있어 깔끔하게 맛있네요 강추,"패티 두께(Positive), 패티 인심(Positive), 소스 맛(Positive), 스트리트버거(Positive)"
153스트리트,패티가 너무 고소하고 소스맛이 짱맛인외대 수제버거 맛집 ️클래식버거와 메가 오리지널버거 먹었는데 둘다 맛이 색다르고 맛도리여서 너무 감동 감자튀김도 도톰하고 포슬포슬해서완전 배부르게 잘 먹었습니다 간만에 맛도리 수제버거 완전 푸짐하게 빵빵😍,"패티가 고소하다(Positive), 소스맛 짱맛(Positive), 수제버거 맛집(Positive), 감자튀김 도톰하고 포슬포슬하다(Positive), 푸짐하게 빵빵(Positive)"
153스트리트,패티도 정말 맛있고 빵도 촉촉바삭하니 맛있어요!채소들도 신선하고 패티가 도톰하고 고기질이 좋아요! 감자튀김도 바삭하니 맛있어요!매장이 넓어서 혼밥하기도 좋고 같이 먹으며 식사하기 너무 좋아요! 감자튀김 양도 많아서 포장해 갔어요! 앞으로 수제버거는 여기서 시켜먹으려구요! 집앞이니 좋네요!,"패티(Positive), 빵(Positive), 채소(Positive), 감자튀김(Positive), 매장(Positive)"
153스트리트,패티랑 번 둘 다 부드럽고 맛있어요!클래식버거 먹었는데 소스도 약간 매콤해서 좋았습니다 !! 감튀도 기름 정말 깨끗하고 바삭바삭 맛있어요!!!!,"패티와 번(Positive), 클래식버거(Positive), 소스(Positive), 감자튀김(Positive), 기름 깨끗함(Positive)"
153스트리트,패티에서 불향 나서 더욱 맛있게 느껴져요!혼밥하기도 좋고 가성비 짱인 수제버거 맛집입니다외대생이면 무족권 오시오!!,"불향(Positive), 맛(Positive), 혼밥하기 좋다(Positive), 가성비 짱(Positive)"
