StoreName,Review,Keyword,Sentiment
강남불백 신촌,가성비 좋은데 맛있습니다,맛있다,Positive
강남불백 신촌,완전 매운 맛이 아닌 맛있게 매콤해서아이들 데리고 자주 방문하고 있어요반찬도 다양하게 나와서 푸짐한 한끼식사로완전 추천해요,맛있게 매콤한 맛,Positive
강남불백 신촌,완전 매운 맛이 아닌 맛있게 매콤해서아이들 데리고 자주 방문하고 있어요반찬도 다양하게 나와서 푸짐한 한끼식사로완전 추천해요,아이들 데리고 자주 방문,Positive
강남불백 신촌,완전 매운 맛이 아닌 맛있게 매콤해서아이들 데리고 자주 방문하고 있어요반찬도 다양하게 나와서 푸짐한 한끼식사로완전 추천해요,반찬 다양하게 나옴,Positive
강남불백 신촌,완전 매운 맛이 아닌 맛있게 매콤해서아이들 데리고 자주 방문하고 있어요반찬도 다양하게 나와서 푸짐한 한끼식사로완전 추천해요,푸짐한 한끼식사,Positive
강남불백 신촌,맛있어요집밥 같은 느낌전 너무 좋았습니다!!,맛있어요,Positive
강남불백 신촌,맛있어요집밥 같은 느낌전 너무 좋았습니다!!,집밥 같은 느낌,Positive
강남불백 신촌,맛있어요집밥 같은 느낌전 너무 좋았습니다!!,너무 좋았습니다,Positive
강남불백 신촌,혼밥하러 자주 가는데 밑반찬 주시는게 일정하지 않고 종종 주고싶은대로 주시는 것 같아요..어떤날은 계란후라이 줬다가 오늘은 또 안 주시고 저번에는 된장찌개 줬다가 어떤날은 또 안 주시고이게 한 두번이면 뭐 안 주셨다고 말씀드리는데 너무 잦으니까 이제 요청하는 것도 지쳐버림.. 그와중에 별점은 또 왜이렇게 부자연스럽게 높지 했더니만 특정날짜에 리뷰 몰려있는거 보니 리뷰조작까지 했나보네여 리뷰 조작를 하지 마시구 음식이랑 서비스에 신경을 더 써주세요,밑반찬 일정하지 않음,Negative
강남불백 신촌,혼밥하러 자주 가는데 밑반찬 주시는게 일정하지 않고 종종 주고싶은대로 주시는 것 같아요..어떤날은 계란후라이 줬다가 오늘은 또 안 주시고 저번에는 된장찌개 줬다가 어떤날은 또 안 주시고이게 한 두번이면 뭐 안 주셨다고 말씀드리는데 너무 잦으니까 이제 요청하는 것도 지쳐버림.. 그와중에 별점은 또 왜이렇게 부자연스럽게 높지 했더니만 특정날짜에 리뷰 몰려있는거 보니 리뷰조작까지 했나보네여 리뷰 조작를 하지 마시구 음식이랑 서비스에 신경을 더 써주세요,리뷰 조작,Negative
강남불백 신촌,혼밥하러 자주 가는데 밑반찬 주시는게 일정하지 않고 종종 주고싶은대로 주시는 것 같아요..어떤날은 계란후라이 줬다가 오늘은 또 안 주시고 저번에는 된장찌개 줬다가 어떤날은 또 안 주시고이게 한 두번이면 뭐 안 주셨다고 말씀드리는데 너무 잦으니까 이제 요청하는 것도 지쳐버림.. 그와중에 별점은 또 왜이렇게 부자연스럽게 높지 했더니만 특정날짜에 리뷰 몰려있는거 보니 리뷰조작까지 했나보네여 리뷰 조작를 하지 마시구 음식이랑 서비스에 신경을 더 써주세요,음식 신경,Negative
강남불백 신촌,혼밥하러 자주 가는데 밑반찬 주시는게 일정하지 않고 종종 주고싶은대로 주시는 것 같아요..어떤날은 계란후라이 줬다가 오늘은 또 안 주시고 저번에는 된장찌개 줬다가 어떤날은 또 안 주시고이게 한 두번이면 뭐 안 주셨다고 말씀드리는데 너무 잦으니까 이제 요청하는 것도 지쳐버림.. 그와중에 별점은 또 왜이렇게 부자연스럽게 높지 했더니만 특정날짜에 리뷰 몰려있는거 보니 리뷰조작까지 했나보네여 리뷰 조작를 하지 마시구 음식이랑 서비스에 신경을 더 써주세요,서비스 신경,Negative
강남불백 신촌,리뷰조작 맞아요오랜만에 들러봤는데 사장님이 바뀌신건지 직원들이 다 중국인이시네요.불백은 진짜 그저그렇고 전엔 상추 줘서 왔는데 이젠 안주네요. 다시 오진 않을 듯,리뷰조작,Negative
강남불백 신촌,리뷰조작 맞아요오랜만에 들러봤는데 사장님이 바뀌신건지 직원들이 다 중국인이시네요.불백은 진짜 그저그렇고 전엔 상추 줘서 왔는데 이젠 안주네요. 다시 오진 않을 듯,직원들이 중국인,Negative
강남불백 신촌,리뷰조작 맞아요오랜만에 들러봤는데 사장님이 바뀌신건지 직원들이 다 중국인이시네요.불백은 진짜 그저그렇고 전엔 상추 줘서 왔는데 이젠 안주네요. 다시 오진 않을 듯,불백 그저그렇고,Negative
강남불백 신촌,리뷰조작 맞아요오랜만에 들러봤는데 사장님이 바뀌신건지 직원들이 다 중국인이시네요.불백은 진짜 그저그렇고 전엔 상추 줘서 왔는데 이젠 안주네요. 다시 오진 않을 듯,상추 안 줌,Negative
강남불백 신촌,리뷰조작 맞아요오랜만에 들러봤는데 사장님이 바뀌신건지 직원들이 다 중국인이시네요.불백은 진짜 그저그렇고 전엔 상추 줘서 왔는데 이젠 안주네요. 다시 오진 않을 듯,다시 오진 않을 듯,Negative
강남불백 신촌,음식들이 하나하나 맛있어서 식사 하기에 참 좋은곳이랍니다,음식들이 맛있다,Positive
강남불백 신촌,음식들이 하나하나 맛있어서 식사 하기에 참 좋은곳이랍니다,식사 하기에 좋은곳,Positive
강남불백 신촌,가성비 좋고 음식 맛도 맛있어서 인정각!특히나 혼밥하기에도 부담이 없어서자꾸만 찾게되는 찐맛집이에요 ,가성비 좋고,Positive
강남불백 신촌,가성비 좋고 음식 맛도 맛있어서 인정각!특히나 혼밥하기에도 부담이 없어서자꾸만 찾게되는 찐맛집이에요 ,음식 맛도 맛있어서,Positive
강남불백 신촌,가성비 좋고 음식 맛도 맛있어서 인정각!특히나 혼밥하기에도 부담이 없어서자꾸만 찾게되는 찐맛집이에요 ,혼밥하기에도 부담이 없어서,Positive
강남불백 신촌,가성비 좋고 음식 맛도 맛있어서 인정각!특히나 혼밥하기에도 부담이 없어서자꾸만 찾게되는 찐맛집이에요 ,찐맛집,Positive
강남불백 신촌,내가 좋아하는 불백정식가성비좋은 좋아좋아점심으로 최적장소점심엔 제일 맛난 음식으로 먹고싶으니 가게되지!!,가성비 좋은,Positive
강남불백 신촌,내가 좋아하는 불백정식가성비좋은 좋아좋아점심으로 최적장소점심엔 제일 맛난 음식으로 먹고싶으니 가게되지!!,점심으로 최적 장소,Positive
강남불백 신촌,내가 좋아하는 불백정식가성비좋은 좋아좋아점심으로 최적장소점심엔 제일 맛난 음식으로 먹고싶으니 가게되지!!,제일 맛난 음식,Positive
강남불백 신촌,불백정식 . 된장찌개 .,불백정식,Neutral
강남불백 신촌,불백정식 . 된장찌개 .,된장찌개,Neutral
강남불백 신촌,술김에 왔지만 꽤 맛있고 양도 많았던 것 같은 기억,맛있고,Positive
강남불백 신촌,술김에 왔지만 꽤 맛있고 양도 많았던 것 같은 기억,양도 많았던 것,Positive
강남불백 신촌,양은많아요!,양은 많아요,Positive
강남불백 신촌,가게내부도 깔끔해서 좋았구요특히 불백정식으로 주문해 먹는데 푸짐하면서 가성비도 좋아요정갈한 밑반찬에 밥한그릇 뚝딱할정도였지요아이들이랑 갔는데 입짧은 울아이도 밥한그릇 뚝딱하게 했네요 ,가게내부 깔끔,Positive
강남불백 신촌,가게내부도 깔끔해서 좋았구요특히 불백정식으로 주문해 먹는데 푸짐하면서 가성비도 좋아요정갈한 밑반찬에 밥한그릇 뚝딱할정도였지요아이들이랑 갔는데 입짧은 울아이도 밥한그릇 뚝딱하게 했네요 ,불백정식 푸짐,Positive
강남불백 신촌,가게내부도 깔끔해서 좋았구요특히 불백정식으로 주문해 먹는데 푸짐하면서 가성비도 좋아요정갈한 밑반찬에 밥한그릇 뚝딱할정도였지요아이들이랑 갔는데 입짧은 울아이도 밥한그릇 뚝딱하게 했네요 ,가성비 좋다,Positive
강남불백 신촌,가게내부도 깔끔해서 좋았구요특히 불백정식으로 주문해 먹는데 푸짐하면서 가성비도 좋아요정갈한 밑반찬에 밥한그릇 뚝딱할정도였지요아이들이랑 갔는데 입짧은 울아이도 밥한그릇 뚝딱하게 했네요 ,정갈한 밑반찬,Positive
강남불백 신촌,가게내부도 깔끔해서 좋았구요특히 불백정식으로 주문해 먹는데 푸짐하면서 가성비도 좋아요정갈한 밑반찬에 밥한그릇 뚝딱할정도였지요아이들이랑 갔는데 입짧은 울아이도 밥한그릇 뚝딱하게 했네요 ,아이들도 잘 먹는다,Positive
강남불백 신촌,든든한 점심식사로 가기좋은 곳이예요. 맛도좋고 푸짐해서자주 먹는데 질리지 않는 집밥같아요정식마다 꼭 나오는 계란후라이 최고예요!!,점심식사,Positive
강남불백 신촌,든든한 점심식사로 가기좋은 곳이예요. 맛도좋고 푸짐해서자주 먹는데 질리지 않는 집밥같아요정식마다 꼭 나오는 계란후라이 최고예요!!,맛,Positive
강남불백 신촌,든든한 점심식사로 가기좋은 곳이예요. 맛도좋고 푸짐해서자주 먹는데 질리지 않는 집밥같아요정식마다 꼭 나오는 계란후라이 최고예요!!,푸짐함,Positive
강남불백 신촌,든든한 점심식사로 가기좋은 곳이예요. 맛도좋고 푸짐해서자주 먹는데 질리지 않는 집밥같아요정식마다 꼭 나오는 계란후라이 최고예요!!,집밥,Positive
강남불백 신촌,든든한 점심식사로 가기좋은 곳이예요. 맛도좋고 푸짐해서자주 먹는데 질리지 않는 집밥같아요정식마다 꼭 나오는 계란후라이 최고예요!!,계란후라이,Positive
강남불백 신촌,별점 조작 심하네요집에서 해 먹을 수 있는 맛의 불백과 우삼겹불백도 우삼겹을 사용했다는 게 인상 깊었구요굉장히 기름지고 가성비 아주 나쁨,별점 조작,Negative
강남불백 신촌,별점 조작 심하네요집에서 해 먹을 수 있는 맛의 불백과 우삼겹불백도 우삼겹을 사용했다는 게 인상 깊었구요굉장히 기름지고 가성비 아주 나쁨,기름짐,Negative
강남불백 신촌,별점 조작 심하네요집에서 해 먹을 수 있는 맛의 불백과 우삼겹불백도 우삼겹을 사용했다는 게 인상 깊었구요굉장히 기름지고 가성비 아주 나쁨,가성비,Negative
강남불백 신촌,별점 조작 심하네요집에서 해 먹을 수 있는 맛의 불백과 우삼겹불백도 우삼겹을 사용했다는 게 인상 깊었구요굉장히 기름지고 가성비 아주 나쁨,우삼겹 사용,Positive
강남불백 신촌,간편하면서도 정갈한 맛을 더해주며 재료의 신선함과 불향의 깊은 풍미가 좋은 맛으로 호불호없이 맛을 즐기기 좋은 곳이랍니다,재료의 신선함,Positive
강남불백 신촌,간편하면서도 정갈한 맛을 더해주며 재료의 신선함과 불향의 깊은 풍미가 좋은 맛으로 호불호없이 맛을 즐기기 좋은 곳이랍니다,불향의 깊은 풍미,Positive
강남불백 신촌,간편하면서도 정갈한 맛을 더해주며 재료의 신선함과 불향의 깊은 풍미가 좋은 맛으로 호불호없이 맛을 즐기기 좋은 곳이랍니다,좋은 맛,Positive
강남불백 신촌,간편하면서도 정갈한 맛을 더해주며 재료의 신선함과 불향의 깊은 풍미가 좋은 맛으로 호불호없이 맛을 즐기기 좋은 곳이랍니다,호불호없이,Positive
강남불백 신촌,맛깔난 정식메뉴로 취향대로 맛을 즐길 수 있고 재료의 신선함이 식감으로 느끼며 불맛이 제대로라는 말이 절로 나오는 맛이었어요,맛깔난 정식메뉴,Positive
강남불백 신촌,맛깔난 정식메뉴로 취향대로 맛을 즐길 수 있고 재료의 신선함이 식감으로 느끼며 불맛이 제대로라는 말이 절로 나오는 맛이었어요,재료의 신선함,Positive
강남불백 신촌,맛깔난 정식메뉴로 취향대로 맛을 즐길 수 있고 재료의 신선함이 식감으로 느끼며 불맛이 제대로라는 말이 절로 나오는 맛이었어요,식감,Positive
강남불백 신촌,맛깔난 정식메뉴로 취향대로 맛을 즐길 수 있고 재료의 신선함이 식감으로 느끼며 불맛이 제대로라는 말이 절로 나오는 맛이었어요,불맛,Positive
강남불백 신촌,호불호없는 메뉴들로 고기 잡내없이 불향좋은 맛으로 간편하면서도 맛깔난 한끼 식사로 굉장히 좋은 맛을 보여주는 곳이었어요,메뉴,Positive
강남불백 신촌,호불호없는 메뉴들로 고기 잡내없이 불향좋은 맛으로 간편하면서도 맛깔난 한끼 식사로 굉장히 좋은 맛을 보여주는 곳이었어요,고기 잡내없이,Positive
강남불백 신촌,호불호없는 메뉴들로 고기 잡내없이 불향좋은 맛으로 간편하면서도 맛깔난 한끼 식사로 굉장히 좋은 맛을 보여주는 곳이었어요,불향좋은 맛,Positive
강남불백 신촌,호불호없는 메뉴들로 고기 잡내없이 불향좋은 맛으로 간편하면서도 맛깔난 한끼 식사로 굉장히 좋은 맛을 보여주는 곳이었어요,간편하면서 맛깔난 한끼 식사,Positive
강남불백 신촌,호불호없는 메뉴들로 고기 잡내없이 불향좋은 맛으로 간편하면서도 맛깔난 한끼 식사로 굉장히 좋은 맛을 보여주는 곳이었어요,굉장히 좋은 맛,Positive
강남불백 신촌,취향 저격하는 불백! 잡내도 없고 불향 가득 양념이 너무 맛있어요그리고 된장찌개와 계란후라이도 맛있고 밥 양도 많아 엄청 든든하게 먹었어요여기에 맥주도 한잔 곁들이니 꿀맛이더라고요,불백,Positive
강남불백 신촌,취향 저격하는 불백! 잡내도 없고 불향 가득 양념이 너무 맛있어요그리고 된장찌개와 계란후라이도 맛있고 밥 양도 많아 엄청 든든하게 먹었어요여기에 맥주도 한잔 곁들이니 꿀맛이더라고요,잡내도 없음,Positive
강남불백 신촌,취향 저격하는 불백! 잡내도 없고 불향 가득 양념이 너무 맛있어요그리고 된장찌개와 계란후라이도 맛있고 밥 양도 많아 엄청 든든하게 먹었어요여기에 맥주도 한잔 곁들이니 꿀맛이더라고요,불향 가득 양념,Positive
강남불백 신촌,취향 저격하는 불백! 잡내도 없고 불향 가득 양념이 너무 맛있어요그리고 된장찌개와 계란후라이도 맛있고 밥 양도 많아 엄청 든든하게 먹었어요여기에 맥주도 한잔 곁들이니 꿀맛이더라고요,된장찌개와 계란후라이,Positive
강남불백 신촌,취향 저격하는 불백! 잡내도 없고 불향 가득 양념이 너무 맛있어요그리고 된장찌개와 계란후라이도 맛있고 밥 양도 많아 엄청 든든하게 먹었어요여기에 맥주도 한잔 곁들이니 꿀맛이더라고요,밥 양 많음,Positive
강남불백 신촌,식당 내부도 깨끗하고 식기도 청결해서 좋았고불낙정식 반찬도 잘 어울리게 나와 잘 먹었어요낙지 야들야들 무엇보다 양념이 너무 맛있어서 밥 안 비벼 먹을 수가 없어요계란후라이랑 같이 해서 비벼 먹으니 맛있어요,식당 내부,Positive
강남불백 신촌,식당 내부도 깨끗하고 식기도 청결해서 좋았고불낙정식 반찬도 잘 어울리게 나와 잘 먹었어요낙지 야들야들 무엇보다 양념이 너무 맛있어서 밥 안 비벼 먹을 수가 없어요계란후라이랑 같이 해서 비벼 먹으니 맛있어요,식기 청결,Positive
강남불백 신촌,식당 내부도 깨끗하고 식기도 청결해서 좋았고불낙정식 반찬도 잘 어울리게 나와 잘 먹었어요낙지 야들야들 무엇보다 양념이 너무 맛있어서 밥 안 비벼 먹을 수가 없어요계란후라이랑 같이 해서 비벼 먹으니 맛있어요,불낙정식 반찬,Positive
강남불백 신촌,식당 내부도 깨끗하고 식기도 청결해서 좋았고불낙정식 반찬도 잘 어울리게 나와 잘 먹었어요낙지 야들야들 무엇보다 양념이 너무 맛있어서 밥 안 비벼 먹을 수가 없어요계란후라이랑 같이 해서 비벼 먹으니 맛있어요,낙지 양념,Positive
강남불백 신촌,식당 내부도 깨끗하고 식기도 청결해서 좋았고불낙정식 반찬도 잘 어울리게 나와 잘 먹었어요낙지 야들야들 무엇보다 양념이 너무 맛있어서 밥 안 비벼 먹을 수가 없어요계란후라이랑 같이 해서 비벼 먹으니 맛있어요,계란후라이 비빔,Positive
강남불백 신촌,불백정식 불향 솔솔 고기 냄새도 없고 너무 맛있어서진짜 맛있게 잘 먹었어요도시락통에 밥을 주시는데 그래서 밥 맛이 더욱 좋은밥 양 많았는데 깨끗이 비웠어요아! 그리고 된장찌개와 조합이 좋았어요,맛있어서,Positive
강남불백 신촌,불백정식 불향 솔솔 고기 냄새도 없고 너무 맛있어서진짜 맛있게 잘 먹었어요도시락통에 밥을 주시는데 그래서 밥 맛이 더욱 좋은밥 양 많았는데 깨끗이 비웠어요아! 그리고 된장찌개와 조합이 좋았어요,고기 냄새도 없고,Positive
강남불백 신촌,불백정식 불향 솔솔 고기 냄새도 없고 너무 맛있어서진짜 맛있게 잘 먹었어요도시락통에 밥을 주시는데 그래서 밥 맛이 더욱 좋은밥 양 많았는데 깨끗이 비웠어요아! 그리고 된장찌개와 조합이 좋았어요,밥 맛이 더욱 좋은,Positive
강남불백 신촌,불백정식 불향 솔솔 고기 냄새도 없고 너무 맛있어서진짜 맛있게 잘 먹었어요도시락통에 밥을 주시는데 그래서 밥 맛이 더욱 좋은밥 양 많았는데 깨끗이 비웠어요아! 그리고 된장찌개와 조합이 좋았어요,밥 양 많았는데 깨끗이 비웠어요,Positive
강남불백 신촌,불백정식 불향 솔솔 고기 냄새도 없고 너무 맛있어서진짜 맛있게 잘 먹었어요도시락통에 밥을 주시는데 그래서 밥 맛이 더욱 좋은밥 양 많았는데 깨끗이 비웠어요아! 그리고 된장찌개와 조합이 좋았어요,된장찌개와 조합이 좋았어요,Positive
강남불백 신촌,고기가 부드럽고 양념이 쏙 베여있어 밥도둑이에요그냥 먹어도 맛있지만 밥이랑 같이 비벼먹는맛도 좋아요!!,고기가 부드럽다,Positive
강남불백 신촌,고기가 부드럽고 양념이 쏙 베여있어 밥도둑이에요그냥 먹어도 맛있지만 밥이랑 같이 비벼먹는맛도 좋아요!!,양념이 쏙 베여있다,Positive
강남불백 신촌,고기가 부드럽고 양념이 쏙 베여있어 밥도둑이에요그냥 먹어도 맛있지만 밥이랑 같이 비벼먹는맛도 좋아요!!,밥도둑,Positive
강남불백 신촌,고기가 부드럽고 양념이 쏙 베여있어 밥도둑이에요그냥 먹어도 맛있지만 밥이랑 같이 비벼먹는맛도 좋아요!!,그냥 먹어도 맛있다,Positive
강남불백 신촌,고기가 부드럽고 양념이 쏙 베여있어 밥도둑이에요그냥 먹어도 맛있지만 밥이랑 같이 비벼먹는맛도 좋아요!!,밥이랑 같이 비벼먹는 맛,Positive
강남불백 신촌,가성비도 좋고 맛도 좋은 곳이라 맛있게 먹었어요.불백정식도 맛있고 불낙정식도 맛있고 계란말이 아주 맛있어요.,가성비,Positive
강남불백 신촌,가성비도 좋고 맛도 좋은 곳이라 맛있게 먹었어요.불백정식도 맛있고 불낙정식도 맛있고 계란말이 아주 맛있어요.,맛,Positive
강남불백 신촌,가성비도 좋고 맛도 좋은 곳이라 맛있게 먹었어요.불백정식도 맛있고 불낙정식도 맛있고 계란말이 아주 맛있어요.,불백정식,Positive
강남불백 신촌,가성비도 좋고 맛도 좋은 곳이라 맛있게 먹었어요.불백정식도 맛있고 불낙정식도 맛있고 계란말이 아주 맛있어요.,불낙정식,Positive
강남불백 신촌,가성비도 좋고 맛도 좋은 곳이라 맛있게 먹었어요.불백정식도 맛있고 불낙정식도 맛있고 계란말이 아주 맛있어요.,계란말이,Positive
강남불백 신촌,말이 필요없는 밥도둑 맛집. 식탐을 부르는 불백에 결국 밥한공기 순삭했어요,밥도둑 맛집,Positive
강남불백 신촌,말이 필요없는 밥도둑 맛집. 식탐을 부르는 불백에 결국 밥한공기 순삭했어요,불백,Positive
강남불백 신촌,불백에 밥 먹으면 두공기는 거뜬해요반찬도 맛있고 찌개도 맛있고찐맛집 인정!,반찬,Positive
강남불백 신촌,불백에 밥 먹으면 두공기는 거뜬해요반찬도 맛있고 찌개도 맛있고찐맛집 인정!,찌개,Positive
강남불백 신촌,불백에 밥 먹으면 두공기는 거뜬해요반찬도 맛있고 찌개도 맛있고찐맛집 인정!,찐맛집,Positive
강남불백 신촌,가성비 미쳤어요!!!!음식 진짜 푸짐하고 맛있고 찐이에요 찐!,가성비,Positive
강남불백 신촌,가성비 미쳤어요!!!!음식 진짜 푸짐하고 맛있고 찐이에요 찐!,푸짐한 음식,Positive
강남불백 신촌,가성비 미쳤어요!!!!음식 진짜 푸짐하고 맛있고 찐이에요 찐!,맛있는 음식,Positive
강남불백 신촌,가격에 비해 굉장히 푸짐하고 식재료가 신선해서 집밥 같이건강하고 맛있는 식사,가격에 비해 푸짐하다,Positive
강남불백 신촌,가격에 비해 굉장히 푸짐하고 식재료가 신선해서 집밥 같이건강하고 맛있는 식사,식재료가 신선하다,Positive
강남불백 신촌,가격에 비해 굉장히 푸짐하고 식재료가 신선해서 집밥 같이건강하고 맛있는 식사,건강하고 맛있는 식사,Positive
강남불백 신촌,음식이 푸짐하고 재료가 신선해서 정말 맛있게 먹었어요플레이팅에도 신경을 많이 써서 음식의 맛이 두배,음식이 푸짐하다,Positive
강남불백 신촌,음식이 푸짐하고 재료가 신선해서 정말 맛있게 먹었어요플레이팅에도 신경을 많이 써서 음식의 맛이 두배,재료가 신선하다,Positive
강남불백 신촌,음식이 푸짐하고 재료가 신선해서 정말 맛있게 먹었어요플레이팅에도 신경을 많이 써서 음식의 맛이 두배,정말 맛있다,Positive
강남불백 신촌,음식이 푸짐하고 재료가 신선해서 정말 맛있게 먹었어요플레이팅에도 신경을 많이 써서 음식의 맛이 두배,플레이팅 신경을 많이 쓴다,Positive
강남불백 신촌,재료 신선하고 서비스도 친절해서 재방문하게 되는 맛집이예요반찬도 직접 만들어 정성이 가득 느껴져요,재료 신선하다,Positive
강남불백 신촌,재료 신선하고 서비스도 친절해서 재방문하게 되는 맛집이예요반찬도 직접 만들어 정성이 가득 느껴져요,서비스 친절하다,Positive
강남불백 신촌,재료 신선하고 서비스도 친절해서 재방문하게 되는 맛집이예요반찬도 직접 만들어 정성이 가득 느껴져요,재방문하게 되는 맛집,Positive
강남불백 신촌,재료 신선하고 서비스도 친절해서 재방문하게 되는 맛집이예요반찬도 직접 만들어 정성이 가득 느껴져요,반찬 직접 만들다,Positive
